invoiceAmount,invoiceDiscountAmount,invoiceProfit
1325.35,69.76,120.505
1885.14,99.22,177.582
330.29,10.22,34.135
112.12,5.9,9.999
160,0,30
20,0,2
800,20,40
140,4.04,19.38
92.56,0,12.54
120,5,11
125,2.8,15.5
59.65,1.84,5.6953
1152.35,60.65,126.85
1274.84,67.1,110.053
1379.21,72.59,107.81
190,4.5,19.4
277.59,14.61,25.19
430,10,12.9
170,4,20.06
150,0,25
516.04,15.96,53.48
150,0,18.42
119,0,15.52
20,0,3
120,0,14.8
400.99,16.71,44.692
419.33,22.07,44.41
220,0,27.04
366.66,11.34,40.74
19,0,2.42
670,16,81.5
190,3.7,24.4
870,30,77.19
89.38,1.82,10.776
40,0,20
908.77,47.83,80.17
385.3,20.28,36.001
109.8,0,13.8
280,15,22.15
397.81,20.94,31.8525
169.58,8.93,14.335
880.08,31.92,84.24
1134.3,59.7,87
529.23,22.05,49.4688
50,0,5.36
150,6.5,13.9
197.27,0,26.51
276,0,39.24
100,4,9.52
125.1,0,16.44
1370,29.9,47.55
900,11,156.34
40,0,8.5
300,6.3,59.2
838.97,25.95,90.8724
170,0,22.2
50,0,8.57
500,60,20
280,10,43
855.8,0,118.7
370,0,56.55
45,0,6.09
54.9,0,6.9
100,2,8.85
301.1,15.85,28.4025
295,0,31.03
493.05,25.95,41.85
40,0.39,5.14
250,0,37.5
140,8.6,14
120,7,9.58
180,6.25,17.95
850,20,59.9
100,6.7,15.02
170,9.2,14.15
10,0.96,-0.08
120,9,7.28
265,0.46,34.13
536.26,28.22,45.416
398.72,20.99,36.115
434.08,13.43,51.475
2720,100,154
640,0,86.82
2360,100,131.55
880,40,40
250,10,26
810,20,94
150,16.51,5.295
260,3.6,30.8
43.7,0,7.85
320,16.3,27.5
230,10,20.3
34.65,0,4.62
100,9.2,5.2
179.2,0,23.35
180,2.5,22.15
30,0.9,2.8
120,1.2,14.6
200,10,17
320,5.5,38.39
50,2,5.02
199.5,10.5,18
140,1.8,18.2
270,9,28.22
858.23,45.17,78.23
250,7.6,25.89
340,19.5,30
1091.54,33.76,113.541
16,0,3.05
860,0,45.96
190,3.08,22.21
100,2.9,10.4
240,6.52,31.84
378.39,19.92,33.985
180,0,15
650,13.9,48.93
180,11.08,15.28
368.86,0,64.63774
1277.66,53.24,123.864
350,10,44
310,18,26.1
258,0,31.38
2850,100,118.5
214.89,11.31,22.09
320,6.1,36.45
150,0,22.5
1100,31.7,119.74
60,0,7.92
300,3.75,35.82
500,19.9,47.77
720,12.75,105.95
100.34,5.28,8.469
70,0,9
470,20,53
1200,50,50
180,13.31,9.795
150,5,15.2
502.721,26.459,46.101
25,1.4,2.44
1000,56.38,81.341
70,2,7.72
930,162.35,-1.15
480,15.6,49.002
3840.7,139.3,184.54
780,25,80
210,9.4,17.5
130,7,11
345,0,18.6
440,9,34.89
740,40,110
489.88,0,66.51
461.08,16.72,47.777
387,0,22.6
500,15,60.9
170,9.36,16
97.5,0,12.75
130,0,15.46
50,0,6.05
25,0,9.99
85.7,0,12.14
100,3.64,9.93
160,0,36.45
140,0,18
540,19.88,51.94
300,16.11,23.295
44.8,0,7.61
350,5,45.68
171,9,15
470,5.85,54.48
96,0,12
230,6.25,24.6
250,9.5,24.1
230,5,23.82
50,0,19.98
26,0,3.4
600,25,58
850,35,52.7
30,2.88,-0.24
25,0,2.5
2100,55,108.56
651.7,34.3,55.16
300,4.92,34.88
120,5,12
335.97,17.68,30.0675
200,7,44.67
131.1,0,17.84
379.62,0,43.6
45,1.5,5
99,0,13
185,0,24
1200,50,113
2280,80,276.5
1200,50,113
1442.39,44.61,168.44
10,0,2
93.31,0,12.18
200,7,20
454.1,23.9,35.1
265.5,0,39.2
130,3.5,14.9
340,11.4,36.6
150,3.85,16.4
295.17,9.13,31.071
360,5,44.3
291.09,21.91,18.89
5.4,0,0.75
584.96,30.79,52.6125
190,0,19.01
280,5,29.45
706.26,0,91.26
190,0,25.93
170,5,21
50,0,19.98
30,0,3
1280,105,-13.9
930,44.95,81.05
50,3.58,3.02
360,20,29.4
400,17.2,37.4
200,0,26
120,0,18
150,4,18.15
39.4,0,5.1
335,0,43.4
250,10,29
1574.31,48.69,169.44
520.6,27.4,42.8
7.4,0,0.9
1880,80,72.5
300.08,0,40.88
640,19,74
561.17,29.54,68.8845
100,5,9.25
328.19,22.82,24.285
70,0,11
100,0.48,13.86
429.04,15.56,46.439
270.2,9.8,27.9
6650,350,1250
120,2,49.54
298.08,9.22,31.281
1040,50,50
300,10,30.4
1179.53,59.47,99.848
185.38,6.72,21.5765
150,5,16
150,0.02,20.52
880,40,40
20,0,2.6
100,4.6,12.22
134,0,18.4
360,9.4,40.4
200,10,18.5
90,1.2,11.4
200,14.5,9.83
329.12,10.18,39.921
999.44,40.56,107.44
36.62,0,4.87
480.15,14.85,59.4
1320,40,93.95
150,8,12.6
240,0,30.3
900,20,99.52
400,25.2,30.2
100,4,10.2
856.5585,26.4915,93.8685
440,14.3,43.4
90,0,11.5
2570,130,545
90,1.5,10.2
30,2.4,1.8
50,0,16.45
420,0,40.73
230,1,29.7
200,5,15.5
130,3.3,14.1
40,1.85,3.87
240,0,24
98,0,13
30,1.5,2.61
199.5,10.5,20.1
48,0,6.48
20,5,-1.74
600,0,54.55
600,35.04,48.278
120,0,24
30,1.5,2.91
549.45,16.99,57.6068
90,4,9
299,0,39
30,0,3.92
761.87,27.63,81.8675
20,4.51,-1.005
100,5,9.5
560,24,52
90,4,9
200,8,20.6
120,5.4,11
2354.98,123.95,203.6735
120,0.7,15.1
984.3,51.81,82.345
190,0,26
110,8.88,5.7
308.75,16.25,23.75
140,5,14.19
702.72,36.99,63.515
180,0,45
3754.4,197.6,325.4
250,50,-4.3
180,0,15
100,9.2,4.24
330,20,27.25
780,31.3,103
477.19,25.12,41.145
254.13,13.38,23.825
150.34,7.91,14.0875
95,0,11.07
120,4.8,14
60.71,3.2,5.145
80,1.28,9.46
410.4,21.6,34.4
320,6.8,36.4
1300,40,90
120,8.8,8
520,7,60.3
980,35.71,96.29
30,0,9.45
780,20,122.7
60,0,6
480.4,16,50.44
99,0,13
56.4,0,9.15
661.11,34.8,56.405
44.88,0,5.94
360,10,43.8
140,2.88,28.24
100,0,32.9
199,0,42.14
325,10,31
100.05,0,13.13
1790,60,255
380,4,46.24
3283.68,172.83,194.625
160,0,26.62
190,0,24.06
57.5,0,7.5
50,0,20
320,3,37
50,0,6.5
230,7.6,23.4
65,1.44,7.88
20,0,3.5
610,22.2,62.52
230,1.5,28.61
203.3,10.7,17.3
110,0,14.64
40,0,4
975.16,51.32,82.516
408.5,21.5,38.6
411.23,12.72,43.2315
119,0,15
25,0,5
399,21,36.75
340,12,35
160.2,0,26.7
400,5,58.25
352.11,10.89,36.33
450,5,56
180,2,25
110,0,20
280,0,28
130,4,14.19
230,9.75,20.3
855.1,45.01,82.545
120,5,20
490.2,25.8,41.4
330,10,35.55
35.85,0,4.94
50,5,0.89
260,0,32.73
860,0,45.96
225,0,23.2
270,15,21.9
220,14.38,14.64
690,0,37.2
101.14,5.32,8.557
1276.33,67.18,117.725
26,0,3.4
600,10,38.8
320,7.9,55.76
930,25,42.4
1558.38,113.6,113.901
215.84,11.36,15.44
270,5.01,30.75
30,2.4,1.8
100,3.84,8.8
230,5,23.82
1200,50,122
65,2.7,6.1
360,10,33.42
1320,20,49.8
170,5.75,19.4
100,5,3.56
600,10,38.8
20,0,4.4
370,5,15
120,6.45,9.51
619.63,32.61,49.208
1649.7,105.3,123.7
60,1.5,7.15
40,1.5,5.8
290.84,12.12,25.1216
350,8,38
6366.11,196.89,400.11
420,10,26
300,10,70
470,5,55
190,2,24.9
50,2,5.1
440,154.3,-76.8
250,10.5,16.98
400,5,42.02
130.7,0,13.52
15.4,0,2.1
1430,15,159.9
190,5,21.7
680,20,36
50,0,9
620,1,56.28
99.88,3.62,10.0775
150,0,15.76
75.62,3.98,6.42
120,0,30
179.55,9.45,14.13
470,25.89,32.8855
500,25,44.87
580,20,100
449.09,18.71,42.588
480,12.33,52.44
370,12.08,37.76
780,15,62.6
200,10,17
630,12,72.9
641.12,0,84.93
220,5,23.5
200,0,24
160,5.4,16.2
500,22,44.96
190.4,10.02,16.059
75,3,7
200,7.78,19.64
320,3.9,36.6
45,0,6.2
30,0,6.9
190.41,5.89,20.211
1000,47.25,101.12
175,0,25.76
854.03,30.98,56.725
161.6,8.51,13.695
140,3,16.8
75,0,9.74
170,5,11
497.61,15.39,51.57
400,2.8,49.48
141.36,7.44,13.66
115,0,11.3
29.2,0,3.8
671.65,35.35,59.55
100,0,9.1
1427.39,91.11,82.77
90,0,18
270,4.5,34.03
139.97,5.83,13.168
1787.05,94.06,156.955
99.52,3.08,8.922
30,1.5,2.7
400,0,70
72,0,9.72
270,7.9,50.4
160,0,20
230,8.94,49.04
2470.32,130.02,204.793
430,20.5,34.55
428.26,22.54,42.06
47.2,0,7.2
230,5,23.82
130.45,0,16.65
16.2,0,2.1
188.98,9.95,16.0535
1098.2,57.8,93.2
100,6.5,7.4
1360,35,104.5
871.14,26.94,83.0976
20,0,3.08
180,4.38,19.7
380,12.9,38.413
418,22,36
900,40,36.65
1080,40,61.85
600,15,34.2
344.85,18.15,29.25
240,7.9,20
200,14.2,14
650,23.82,66.04
108.59,5.72,10.385
717.8,22.2,64.57
100,5,8.26
50,0,7
140,5,14.19
90,5,13.26
447.81,23.57,37.331
110,0,30
99,0,13
200,0,36
150,1.6,19.02
597.31,31.44,55.6125
200,20,7.02
102.22,5.38,9.46
755.15,23.36,79.905
9.72,0,1.26
150,0,16
200,5,21
82.27,4.33,7.67
50,2,5.1
110,2.5,11.7
140,3.52,8.96
90,8,5
300,10,70
14,0,2.2
235.6,0,30.1
3055.13,160.8,299.8735
35.85,0,4.94
89.2,0,13.6
10,0,1.3
119,0,28.98
200,19.8,8.7
200,5,21
100,0,10
6417,483,900
179.02,0,23.62
630,20,25.5
345,0,18.6
431.46,13.34,44.676
290,5,24.74
250,10,16
130,3.3,14.8
1046.24,55.07,92.235
30,2.88,-0.24
647.62,34.09,54.975
210,8.7,20.9
920,50.11,90.665
2101.88,110.63,180.49
36.62,0,4.87
500,10,35.91
100,0,13.1
5633.98,296.53,490.475
172.9,9.1,14.56
320,10,41.82
1,0,1
1546.98,81.42,137.58
430,18.5,40.15
890,25,65.7
150,3.95,16.79
200,5.8,20.8
55,0,7.2
280,0.2,33.7
270,15,22
170,10,32.5
850.8,0,108.73
30,1.5,2.6
24,0,3.24
136.75,0,17.85
360,6.19,42.3
30,0,3.92
1787.9,94.1,588.9
425.89,22.42,36.48
20,0,6
87.84,0,11.12
966.12,29.88,101.99
1412.65,74.35,114.95
160,10,8.2
190,0,25.6
1117.3,58.81,101.195
277.4,14.6,23.8
498.75,26.25,38.75
98.5,5.18,8.256
20,3,0.28
530,16.3,47.5
549,11,50
644.62,33.93,52.8525
50,0,7.8
500,3.67,64.37
1744.49,91.82,155.42
1315.08,91.42,94.1275
420,14.4,46.1
500,3,62
110.24,5.8,14.238
628.9,33.1,59.9
1015,45,100
1060,0,145
14,0,2.2
228.63,4.67,24.934
4830.6,149.4,348.6
400,12,40.2
343.84,18.1,28.753
120,0,15
150,0,25
320,5,37.39
235,0,28.82
1706.2,89.8,130.8
800,21.6,91.8
92,0,11
180,0,45
619.78,32.62,56.86
1800,50,265
374.813,19.727,30.923
1380,70.2,83.05
171,9,17.2
210,8.4,18.48
170,7,16.1
4081.77,214.83,346.57
90,6.5,6.79
54,0,7.02
160,0,22
66.52,0,9.05
100,7,9.02
100,5.2,9.6
300,12.4,31.16
265,0,45
480,20,150
22,0,2.96
630,17,68.02
440,10,66
400,26.2,29.03
55,0,2.75
100,4.64,8.28
170,2,20.4
350,15,30.7
466.44,0,69.72
430,30,50
61.1,0,9.6
1728.86,72.04,207.064
224.58,11.82,18.44
430,10,53.95
302.69,15.93,27.849
160,4.87,29.67
70,0,15
203.65,0,26.28
150,0,27
668.8,35.2,56.8
20,0,2
452.09,23.79,36.826
230,5,26
201.44,10.6,16.108
880,40,40
140,0,16
3565,135,256.85
900,5,113
45,0,5.85
60,10,-1.82
149.25,0,19.32
70,0,8.4
140,3,16.8
320,4.44,35.28
100.99,5.32,8.885
744.87,39.2,70.3465
198.84,10.47,16.855
880,65,71.75
990,40,53.5
100,4,20.34
164.46,0,21.78
100,0,13
290,10,29
200,15,12.85
520,24.1,49.1
3000,122,168
57.9,0,9.24
400,0,45.18
600,0,78.2
130,4.42,13.3
90,3.76,8.49
270,5,30.5
80,2,9.18
70,5.84,3.18
220,5,26.8
153.3,0,23.3
182.5,0,19.83
100,10,3.51
30,0.8,3
220,1.8,29.14
200,6.64,22.55
500,21.88,47.26
40,0,9
353.5,18.61,28.935
48,0,6.48
695.29,36.59,61.796
80,0,8
20,0.8,2.84
350,0,39.7
40,0,5.9
220,4,26.8
279.59,0,98.27
120,5,20
1044.81,54.99,88.41
109.09,0,11.84
100,5,9
330,5,36
40,2,3.82
1640.5,59.5,170
322.61,13.44,30.388
601.97,25.08,53.508
80,0,10.53
376.58,19.82,31.88
71.25,3.75,6.06
200,5,21.07
260.26,0,33.96
832.2,43.8,70.2
190,2,14.6
138.23,7.28,12.375
8.22,0,0.66
180.75,3.69,19.5512
30,2.1,2.2
16.05,0,2.15
480,21.15,48.8
50,0,7
210,7.88,17.96
1197,63,101.4
48,0,6.48
360,7.73,40.22
20.55,0,1.65
50,0,5
310,15,27.39
265,0,45
904,47.58,90.801
50,3.3,3.95
299.25,15.75,25.25
400,15,26.5
439.4,23.13,36.5035
100,2.72,11.04
270,9,32.64
80,0,16.28
310,6,35.2
1693.71,89.14,145.8575
140,6,13
160,0,20
38,0,4.84
347.32,18.28,34.78
465.975,24.525,39.475
220,5.18,22.52
759.72,31.65,79.1652
469.92,19.58,44.72
9.75,0,1.5
3256,0,473.6
189.53,9.98,16.975
760,20,85.8
270,5,22.5
310,5,36
116,0,9.62
45,0,6.2
290,7,29.4
252.89,13.31,20.99
351.82,10.88,36.819
351.33,10.87,36.374
1000,30,85.58
190,20,8
840,20,56.05
150,0,17
170,5,20
319.2,16.8,28.56
50,1,5.7
36.5,0,4.76
240.75,10.03,22.3088
70,3,7.85
39.12,0,5.3
260,10,30.5
32.88,0,2.64
499.14,15.44,53.6726
20,0,4.4
479.55,7.5,56.7
49,0,6.79
50,1,6.1
625.65,19.35,60.71
481.84,25.36,41.54
20.55,0,1.65
20,1,3.56
320,5,60
139.56,7.35,13.155
139,0,18
80,2,5.46
1300,78.51,100.145
198.55,10.45,33.69
51.34,2.7,3.948
30,0,12.6
349.2,10.8,35.91
20,0,5
143.5,0,18.5
1539.14,81.01,124.4925
630,20,25.5
1050,60,85
1319.84,69.47,111.735
230,8.8,22.35
500,10,64
30,0,9.87
550,21.2,56.8
270,15,28
19.18,0,1.54
199.5,10.5,20.05
820,35,76.6
410,10,44.8
200,5,25.45
190,0,35.25
219.07,9.13,20.872
70,0,10
4907.51,258.29,451.91
85,2.5,27.25
80.91,0,12.34
261.51,8.09,26.312
190,0,24.8
220,0,27.04
280,5,25.6
617,0,70.27
100,5.8,12.1
40,2,8.5
78,0,10
300,6,36.1
410,22.51,33.395
60,0,8
200,15.36,14.722
220,11.44,21.18
800,40,100
130,0,25.46
60,0,6
100,3.5,23.8
160,9,22.1
200,1,27.45
5.67,0,0.7
5741.42,302.18,366.06
470,15.32,49.64
65,3,6
1457.15,52.85,124.65
20,1.2,1.6
66.44,0,7.32
10,0,1.5
60,0,5.6
350,4.2,44.15
210,5,24
870,15,72.7
100.32,0,16.72
97.5,0,12.75
499.59,15.45,57.0888
1048.116,55.164,86.206
241.22,12.7,19.604
90,5.9,6.6
19.44,0,2.52
1186.95,43.05,78.8
324.44,17.08,28.204
1003.96,52.84,90.56
218.5,11.5,18.5
128.5,0,30
200,0,28
50,1.93,5.18
448.88,23.63,41.475
1380,50,65
695,152.35,-39.31
600,9,-339
72.39,3.81,6.12
200,5,21
324.76,10.04,31.556
200,1.65,22.2
325.05,10.05,33.647
280,0,28
130,0.8,18.9
270,0,37
38.62,0,5.14
240.17,7.43,24.972
400,7,46
500,10,68.32
599,20.8,69.2
45,0,5.85
19,0,2.42
320,5,38.4
70,2,7.72
110,7.5,8.25
460,19,35.36
340,0,67
995.9325,52.4175,84.4625
70,6,20
240,2.7,28.1
180,8,14.74
410,13,31.24
89.77,4.23,8.77
269.86,11.24,24.306
196.08,10.32,17.88
50,0,6
10.96,0,0.88
2270,80,133.67
684.04,21.16,71.974
110,5,6.3
170,4.6,18.15
60,5,5
379,0,49.5
400,6,133.47
757.09,23.42,78.485
201.88,10.63,18.535
171.19,9.01,15.29
57.7,0,7.9
90,0,12.8
115,2.1,12.3
2653.75,96.25,153.75
120,6.5,14.81
75,2.6,7
919.6,48.4,82.28
199,0,26
1120,55,107.75
1054.405,55.495,96.605
565.51,17.49,58.41
60,0,16
41.85,0,5.72
120,0,15.5
942.31,49.6,79.805
360,8.03,39
120,5,8.42
20,0.4,3.02
150,1.98,18.03
2681.09,141.11,245.99
120,0,15
14,0,2.8
580,20,58
1240.55,25.32,177.3126
1424.76,0,191.16
300,0,30
2349.78,85.23,173.775
600,15,34.2
680,20.6,74
400,0,90
150,9.84,11.01
1900,45,157.7
21.6,0,2.8
670,24,78.72
3227.72,169.88,275.16
260,10,29.25
40,2.2,3.6
85,1.44,9.48
225,0,35.5
40,2,3.82
330,8.1,38.9
490.77,25.83,35.57
445.88,23.47,38.6825
50,0,7.42
50,7,0.65
100,4,11.14
580,36.56,45.832
6417,483,417
3306.53,137.77,293.728
100,0,13
400,24.18,31.241
478.75,25.2,50.3525
80,0.8,9.7
155,4.2,16.8
1330.95,70.05,111
93.1,4.9,8.1
360,15,36.8
12643,0,1542.53
1133.92,59.68,75.07
11.4,0,1.38
239.01,7.39,22.008
500,5.4,60.15
130,4,13.4
1700,86.72,146.34
411.35,21.65,32.57
2400,90,159
278.21,14.64,28.1575
29.93,1.58,2.525
19.44,0,2.52
800,22,86
530,30,50
2184.92,115,201.684
10,0,2.6
105.07,5.53,9.85
3311.84,174.31,288.9675
210,12,16.98
351.03,18.48,34.525
170.05,8.95,12.05
1600,40,119.5
1790.66,94.25,250.625
50,0,6.53
60,3,5.7
134.3,0,20.24
933.39,49.13,96.344
234,0,30.54
430,10,12.9
30,2.4,1.8
20,0,4.4
856.22,45.06,60.546
290,7.58,29.43
498.75,26.25,45.49
30,0,3
300,10.6,29.95
20,0.55,1.1
250,10,56
48.3,0,6.3
400,3,52.16
503.5,26.5,42.5
45,0,5.9
170,6,18.1
139.27,0,19.34
140,3,16.8
2574.12,135.48,216.02
260,10,26.62
50,0,8
100,1,12.6
64.84,3.41,5.6575
290,0,35.82
100,9.2,4.24
28.85,0,3.97
48,0,6.48
2735.4,84.6,194.9
652.88,0,88.09
20,0,5.84
120,0,17.5
6,0,2
30,1.5,2.61
12.5,0,1.63
249.94,9.07,24.935
200,3,25.8
170,5,20
850.82,44.78,72.02
200,0,50
458.85,24.15,35.11
60,4.98,1.96
398.96,16.62,35.8868
100,5,5.2
111.36,4.04,11.761
180,30,-3
600,15,65
555.56,17.18,55.0978
60,0,5
680.16,21.04,78.564
15,1.92,0.28
320,5,27.5
610,23.3,57.25
41.75,0,5.83
58.55,0,8.55
139.46,7.34,12.26
188.4,0,53.5
180.25,0,23.48
2.74,0,0.22
880,40,40
505.4,26.6,45.2
440,5,59.05
212.95,11.21,18.19
475,25,40.03
210,10,18.7
720,20,113.2
600,11.3,72.8
30,0,4.8
800,11.44,94.56
650,20,14.9
100,4.46,18.77
748.13,39.38,69.525
510.15,26.85,45.15
34.1,0,4.7
140,5,15
77,0,6.68
353.096,18.584,21.056
80,0,8.57
120,0,15.5
380,5,42.94
600,32.16,49.492
200,20,200
10,0,2.2
530,30,50
510,25,71.3
460,18,41
48,0,6.48
1200,50,50
60,3,5.22
70,5,4.8
80,4,7.64
80,6.95,3.45
1200,50,50
100,5,8.8
140,9.62,9.91
1.5,0,0.39
60,5,5
367.18,19.33,31.085
380,22.51,60.315
300,0,49.75
25,1.44,1.38
35.85,0,4.94
69.87,0,5.61
190.12,5.88,19.8
2,0,0.3
65,2.7,6.6
309.23,16.28,28.615
20,0.55,1.1
80,0,12
1583.03,83.32,143.6725
190,5,21.2
365.47,19.24,32.365
99.75,5.25,9
50,0,6.5
798.08,42,71.636
115.98,0,15.24
276.45,14.55,24.75
14,0,1.28
62.89,3.31,5.99
100.29,5.28,9.5115
297.6,12.4,28
127.68,6.72,13.68
677.64,35.67,58.435
2500,200,475
793.2,41.75,73.4025
160,9,23
630,20,25.5
190,10,132
1390,35,88
50,0,7
120,0,18
200,6.7,21.65
60,0.1,9.8
65,0,7
380,16,40
102.6,5.4,9.5
273.13,14.38,23.125
238.2,0,32.8
492.708,25.932,70.128
1209.4,0,119.92
75,0,7.74
55,0,15
73.82,3.89,5.415
110,0,30
200,16.76,15
1900,191,82
99,0,34
481.89,25.36,37.5775
101.2,0,22.86
495.43,26.08,46.555
160,5,15.29
312.64,16.45,26.5355
70,1.55,6.76
48,0,6.48
4200.88,231.63,346.225
65,0,12.43
66.75,3.51,5.127
50,0,6.53
290,9,30.42
210.24,8.76,20.76
125,4,15.35
329.27,17.33,29.47
95,0,12
150,7.6,13
150,0,23.14
148.68,7.83,12.575
180,0,31.75
306.85,16.15,23.85
450,13.3,47.13
350,9,38.14
175,5,17.5
780.9,41.1,66.9
96.8,0,13.5
20,0.55,1.1
160,0,24
216.6,11.4,20
256.35,7.93,26.5116
884.45,46.55,80.64
39.73,0,3.19
241.78,12.73,20.675
500,60,20
323,17,34
200,0,28
42.52,0,5.74
180,0,31.12
850.79,44.78,72.3915
2200.15,124,186.85
19.18,0,1.54
430.35,22.65,35.55
815,5,58.04
546.25,28.75,36.25
360,15,27.44
920,57.28,93.56
50,3.58,3.02
50,3.58,3.02
160,0,30
30,2.88,-0.24
70,3.6,6
160,14.2,10.2
470,0,42.73
179.36,0,25.36
340,5,13.6
14,0,3.2
50,0.75,6.25
99,0,34
1489.92,46.08,186.14
370,1,46.95
10,0,1.5
1360,50,77
50,0,16.45
210,5,21.57
440,23.95,40.4025
480.96,20.04,47.76
320,18,27.2
60,5,1.5
20,0.8,2.84
270,5,20
380,3.7,50
155.136,6.464,14.536
2621.91,138,229.805
15,2.4,0.14
99,0,12.9
140,0,20
1640.5,59.5,170
360,5,35.5
50,0,5.2
200,20,7.02
1800,50,135
300,24,20.35
1030,54.95,86.5025
260.11,13.69,22.71
110,10,5.6
100,0,26
80,4,6.94
159.72,0,20.01
47,0,3.75
10,0,1.4
560,5,30.05
200,10,20.55
260,12,53.82
860,32.5,83.6
17.44,0,2.39
9,0,1.17
730,13.71,91.63
50,3.58,3.02
160,6.8,16
80.5,0,10.4
2565,135,540
99.75,0,13.65
270,0,41.1
540,20,14.8
20,0,2.6
440,25,100.5
210,11.6,19.4
90,2,8
449.54,23.66,50.14
150,1.18,16.56
218.45,11.5,23.4525
120,0.7,15.36
162.64,8.56,13.84
130,6.44,12.88
679.25,35.75,58.05
478.8,25.2,41.14
784.11,41.27,68.681
35,0,7
15,0,15
312.93,16.47,27.93
100,0,15
664.24,34.96,58.24
202.35,10.65,20.95
215,6.1,23.6
611.27,32.17,54.508
170,6,16
200,0,26.25
1780,70,115
170,0,18.2
1095,0,210
212.98,6.59,24.9929
700,38.71,58.3845
300,17,24
50,0,6.53
622.07,32.74,53.1795
520,0,120
60,0,7.86
1551.3,47.98,164.7616
270,0.4,32.97
287.85,15.15,24.25
100,0,9.09
99.75,5.25,8.9
50,0,4.55
220,7.22,20.71
436.5,13.5,48.5
60,1.9,6.2
1350,25.1,104.7
175,2,20.36
90,4.5,7.83
130,0,19.5
160,9.9,12
100,10,3.51
240,0.39,50.14
100,0.8,13.12
462.18,24.33,38.975
180,0,45
1017.7,47.95,89.22575
110,8.71,5.895
520,5,60.7
110,0,15
190,0,25.6
140,0,14
200,11.44,15.808
219.99,3.03,27.69
100,4,22.4
98.58,0,12.86
720,18.95,78.95
140,0,18.3
48,0,5.82
160,5.31,16.27
50,0,19.98
133.06,5.54,13.176
48,0,5.16
1640.5,59.5,108.63
28,0,3.88
65,0,5.91
180,0,22
880,30,50
160,5,15
3000,122.4,201.23
10,0.4,1.5
180,0,23.52
1820,0,160
860.88,26.63,92.675
598.56,24.94,59.17
700,33.6,64.2
572.38,30.13,50.475
997.34,52.49,89.5785
45,0,5.85
50,0,10
280,0,39.2
70,0,11
605.88,31.89,50.6015
470,9.5,66.35
6,0,1.65
139.4,0,44.4
491.4,15.2,52.602
350,11,36.7
850,29,108.75
1030.56,40,36.76
860,15,96.2
100,2.54,10.9
228.43,12.02,28.9275
159.6,8.4,12.23
110,0,15.3
260,3.94,31.93
500,22,46.5
99.75,5.25,9
3950,105,428.1
737.49,38.82,61.685
1410.75,74.25,55.05
900,40,54.6
35,0,7
2660,140,560
560,30,47
120,0,14.8
190,6.2,19.8
1330.23,84.91,122.3516
1902.81,188.19,84.81
80,20,-7.9
460,7,61.2
140,0,30
60,4.33,4.03
360,0,52.5
260,3.24,31.97
98.78,0,19.26
19.44,0,2.52
20,0,2.6
359.1,18.9,30.7
39.12,0,5.2
120,0,24
150.06,4.64,16.489
885.78,46.62,72.03
30,5,-0.8
38.36,0,3.08
199,0,26
600,10,38.8
30,5,-0.8
754.21,39.7,67.055
36.35,0,5.1
160,1,19.12
500,10,35.91
730,20,48.18
280,5,70
2888.48,152.03,242.095
3450,300,200
64.13,3.38,4.925
119.7,6.3,11.06
400,4,52.55
378.8,0,49.59
180,5.5,18.7
830.88,34.62,71.38
100,0,19.5
1280,40,90
140,3,15.4
729.09,38.37,63.807
180,0,23.8
50,10,-4
90,5,8
574.24,17.76,55.74
99.42,5.23,9.4175
320,11.2,33.36
70,0,10
80,4.2,8.8
45.6,2.4,3.52
140,2.5,16.75
100,0,19
10,0,1.3
250.71,13.2,21.205
240,0,34
118.6,0,22.71
100,7.1,7
364.99,19.21,33.64
2250,107.28,141.06
119.7,6.3,11.06
170,0,18.2
500,20.6,47.702
120,8,7.6
375.25,19.75,52.95
4584.23,241.28,374.62
359.1,18.9,30.42
156.45,8.23,14.806
230,8.84,20.51
60,0,9
95,1,11.48
100,2.4,10.4
240,8,25
990.6,52.14,81.003
180,0,45
430,10,37.14
12,0,1.56
300,5,35.22
10300,1160,528.4
50,0,11
200,5,21.42
30.5,1.61,2.695
952.375,50.125,102.375
127.92,6.73,11.9175
339.57,17.87,29.118
1080,50,86.6
320,10,33
528.43,27.81,44.738
330,8,56
526.23,16.28,54.485
100,2.6,7.42
160,1.7,20
1465.85,0,244.38
1480,58,105.6
360,5,32.11
207.86,10.94,20.31
80,4.5,9.71
738.66,38.88,64.743
99.15,0,13.84
39.15,0,5.34
660,49.6,43
190,4.5,19.4
436.34,22.97,37.035
620,30,15.5
320.63,16.88,26.975
741.8,22.94,82.9678
140,0,30
60,0,6
231,0,231
100,0,10.76
100,5,9
227.54,11.98,18.504
120,0,19
140,10,10
100,0,10.71
50,0,6.55
159,0,21
320,8,34.65
417.62,21.98,36.52
270,6,27.44
230,4.1,26.5
210,5,24
250,2.81,32.97
405.46,12.54,38.27
120,7,10
871.44,45.87,71.805
290,10.3,31.79
832.75,25.76,86.945
30,0,4.17
1530,95,36.59
1266.81,66.67,128.046
1800,45,120
600,15,34.2
70,0,10.8
160,2,20.32
199.5,10.5,20.05
125.4,6.6,10.5
505.4,26.6,45.48
150,1,19
340.85,6,41.33
1200,43,80.1
331.72,17.46,42.651
150,0,23.1
568.77,29.94,49.365
210,5,24
280,7.5,29.87
3.44,0,0.45
380,23.2,29.3
1930,74,145.31
9,0,1.18
400,21.2,34.8
