invoiceAmount,invoiceDiscountAmount,invoiceProfit,invoiceDate
150,1.7,19,6/28/2019 9:16
140,3.2,17,6/28/2019 9:18
601.35,31.65,51.39,6/28/2019 9:22
408.03,21.48,55.415,6/28/2019 9:24
1307.9,0,171.3,6/28/2019 9:25
45,0,10,6/28/2019 9:26
484.5,25.5,41,6/28/2019 9:26
156.63,8.24,26.2965,6/28/2019 9:26
220,0,36,6/28/2019 9:28
302.1,15.9,25.62,6/28/2019 9:30
199.5,10.5,16.5,7/3/2019 4:15
480,25.4,91.5,6/28/2019 9:36
427.12,22.48,40.32,6/28/2019 9:40
228,12,21,6/28/2019 9:42
49.5,0,6.5,6/28/2019 9:43
23.56,1.24,3.66,6/28/2019 9:45
184.3,9.7,26.45,6/28/2019 9:50
50,0,9,6/28/2019 9:59
1200,67.04,98.378,6/28/2019 10:02
50,0,15.75,6/28/2019 10:05
170,1.79,21.75,6/28/2019 10:09
1000,34,120.03,6/28/2019 10:29
429.1,0,59.15,6/29/2019 8:53
258,0,38.7,6/29/2019 8:55
100,0,11,6/29/2019 8:58
300,11.7,28.95,6/29/2019 9:18
96.3,0,12.68,6/29/2019 9:19
50,4,2.84,6/29/2019 9:28
680,8,85.32,6/29/2019 9:33
133,7,11.2,6/29/2019 9:43
94.4,0,14.4,6/29/2019 9:48
260,10,24,6/29/2019 9:58
50,5,2.2,6/29/2019 10:09
30,0,10,6/29/2019 10:23
44,0,5.8,6/29/2019 10:25
80,0,15.75,6/29/2019 10:35
1100,30,64.9,6/29/2019 10:40
65.59,0,10.82,6/29/2019 10:51
235.6,12.4,21.02,6/29/2019 10:52
190,0,47,6/29/2019 10:52
379.34,19.97,32.085,6/29/2019 10:55
14,0,2.2,6/29/2019 10:57
60,0,13.86,6/29/2019 11:00
280,0,31.43,6/29/2019 11:01
160,0,24.8,6/29/2019 11:02
360,0,34.95,6/29/2019 11:04
80,1.7,16.83,6/29/2019 11:07
520,21.3,43.6,6/29/2019 11:08
190,1.5,20.83,6/29/2019 11:15
129,0,19.35,6/29/2019 11:22
60,5,1.5,6/29/2019 11:32
130,1.8,17.24,6/29/2019 11:32
200,10,17.6,6/29/2019 11:35
20,0,1.92,6/29/2019 11:36
80.25,9.75,4.25,6/29/2019 5:42
189.95,0,24.8,6/29/2019 5:42
150,0.6,19,6/29/2019 11:47
120,4.2,12,6/29/2019 11:51
240,2.2,29.4,6/29/2019 11:54
285,15,21.8,6/29/2019 11:56
130,0,13.93,6/29/2019 11:56
138.7,7.3,11.7,6/29/2019 12:07
130,0,12.17,6/29/2019 12:12
200,7,21.5,6/29/2019 12:16
50,1,7.55,6/29/2019 12:21
130,0,15.46,6/29/2019 12:32
100,0,17.5,6/29/2019 12:32
160,1,20,6/29/2019 12:40
20,0,20,6/29/2019 12:50
1000,20,120,6/29/2019 1:02
425.6,22.4,34.4,6/29/2019 1:07
622.71,32.77,52.106,6/29/2019 1:30
70,5.3,4.6,6/29/2019 1:31
240,0,36,6/29/2019 4:09
929.94,48.94,57.266,6/29/2019 4:19
160,0,20,6/29/2019 4:37
149.3,0,19.7,6/29/2019 4:53
118.864,6.256,10.224,6/29/2019 4:55
691.6,36.4,58.47,6/29/2019 4:56
50,0,5,6/29/2019 4:56
133.29,7.02,11.465,6/29/2019 4:57
250.8,13.2,48.96,8/17/2019 1:07
60,2.5,5.65,6/29/2019 5:08
370.4,21.6,32.4,6/29/2019 5:14
308.75,16.25,26.14,6/29/2019 5:21
440,43.98,43.101,6/29/2019 5:26
80,0.4,10.5,6/29/2019 5:33
378.58,19.93,34.635,6/29/2019 5:39
200,0,55,6/29/2019 5:41
60,0,7.84,6/29/2019 5:44
50,1.55,5.15,6/29/2019 5:53
300,10,28.1,6/29/2019 5:55
250,3,32.4,6/29/2019 5:56
860,40,78.2,6/29/2019 6:00
449.7775,23.6725,38.2275,6/29/2019 6:02
150,5,14,6/29/2019 6:10
140,0,30,6/29/2019 6:10
180,3,21,6/29/2019 6:16
415.93,21.89,35.649,6/29/2019 6:20
310,9.2,36.3,6/29/2019 6:24
80,0,8.57,6/29/2019 6:26
30,2,2.22,6/29/2019 6:27
50,1.55,5.15,6/29/2019 6:36
260,3.87,31.97,6/29/2019 6:43
255.17,13.43,21.57,6/29/2019 6:52
1720,54,195.9,6/29/2019 6:57
541.5,28.5,51.3,6/29/2019 7:03
140,0,18,6/29/2019 7:05
53.41,2.81,3.849,6/29/2019 7:08
270.56,14.24,24.16,6/29/2019 7:13
516.52,27.19,47.235,6/29/2019 7:14
100,2.3,12.9,6/29/2019 7:19
4109.7,216.3,346.3,6/30/2019 9:31
469.27,24.7,38.0515,6/29/2019 7:27
50,0,17.5,6/29/2019 7:30
6.55,0,0.85,6/29/2019 7:33
418.71,8.55,46.8948,6/29/2019 7:33
1315.45,69.23,131.266,6/29/2019 7:46
300,10,57.75,6/29/2019 7:47
100,5,25,6/29/2019 7:48
520,17.9,46.6,6/29/2019 7:49
70,4.4,11.05,6/29/2019 7:51
70,2,7.2,6/29/2019 7:52
1093.81,57.57,98.711,6/29/2019 7:58
383.1,20.16,32.417,6/29/2019 8:04
521.65,27.46,44.245,6/29/2019 8:06
400,1.9,53.2,6/29/2019 8:07
64.98,3.42,6,6/29/2019 8:10
140,8,11.24,6/29/2019 8:13
653.22,34.38,56.57,6/29/2019 8:15
1408.28,74.12,119.58,6/29/2019 8:25
184.49,9.71,24.09,6/29/2019 8:31
110.352,5.808,9.312,7/15/2019 9:15
290,3,33,6/29/2019 8:35
630,27.79,57.46,6/29/2019 8:39
90,5,7.35,6/29/2019 8:39
180,4,21.7,6/29/2019 8:41
210,3.2,26.1,6/29/2019 8:42
380,3,44.48,6/29/2019 8:45
130,0,30,6/29/2019 8:45
218.44,11.5,18.483,6/29/2019 8:45
99.92,0,13.04,6/29/2019 8:49
180,0,23,6/29/2019 8:53
260,5,45.83774,6/29/2019 8:53
359.68,11.12,80.376,6/29/2019 8:54
30,0,3.92,6/29/2019 8:56
860,26.2,91.5,6/29/2019 9:01
339.15,17.85,30.75,6/29/2019 9:07
220,10,20,6/29/2019 9:08
1627.64,85.67,228.365,6/29/2019 9:08
526.11,27.69,44.91,6/29/2019 9:11
799.88,42.1,94.761,6/29/2019 9:13
834.1,43.9,68.4,6/29/2019 9:14
180,0,52.32,6/29/2019 9:16
200,6.67,22.07,6/29/2019 9:18
296.82,15.62,26.318,6/29/2019 9:19
80,2.3,12.5,6/29/2019 9:20
140,8,11.31,6/29/2019 9:25
623.11,32.8,54.105,6/29/2019 9:28
100,0.2,11.4,6/29/2019 9:34
144.4,7.6,11.76,6/29/2019 9:37
55,0,4.55,6/29/2019 9:38
460,10,80,6/29/2019 9:41
870,15,72.7,6/29/2019 9:41
200,0,34.06,6/29/2019 9:41
110,0,14.5,6/29/2019 9:42
32.3235,0.3265,4.4235,6/29/2019 9:45
200,1.5,24.7,6/29/2019 9:48
150,0,45,6/29/2019 9:48
313.5,16.5,26.5,6/29/2019 9:48
603.06,31.74,50.93,6/29/2019 9:51
180,0,45,6/29/2019 9:54
61.11,3.22,5.1435,6/29/2019 9:58
690,11.5,77.84,6/29/2019 10:07
20,0,2.65,6/29/2019 10:11
2700,90,189,6/29/2019 10:19
105,5,9.5,6/29/2019 10:21
180.5,9.5,17.5,6/29/2019 10:21
1170,30,68.48,6/29/2019 10:29
94.5,0,12.3,6/29/2019 10:29
100,0,17,6/29/2019 10:34
240,0,25,6/29/2019 10:39
75,0,7,6/29/2019 10:41
400,20,64,6/29/2019 11:00
570,10.38,72.42,6/29/2019 11:13
450,10,50,6/29/2019 11:13
190,1.4,25,6/30/2019 9:01
1673.63,88.09,146.554,6/30/2019 9:20
300,12,39.2,6/30/2019 9:23
50,0,5,6/30/2019 9:42
1180,66.31,105.995,6/30/2019 10:02
187.42,9.86,5.976,6/30/2019 10:02
200,5,21.76,6/30/2019 10:28
791.83,41.68,76.825,6/30/2019 10:32
48,0,16,6/30/2019 10:34
14.72,0,1.92,6/30/2019 10:37
11378.34,598.86,982.09,6/30/2019 10:42
320,5,40,6/30/2019 10:49
300,10,31.06,6/30/2019 10:55
250,5,33.25,6/30/2019 10:57
250,8,25.6,6/30/2019 11:01
118.9,0,19.5,6/30/2019 11:06
200,0,21.43,6/30/2019 11:13
530.26,27.91,44.8915,6/30/2019 11:19
1170,12,114.64,6/30/2019 11:22
662.91,34.89,62.91,6/30/2019 11:24
280,14.4,24.1,7/3/2019 4:13
170,3.4,22.2,6/30/2019 11:32
180,0,23,7/1/2019 12:44
174.93,9.21,14.913,6/30/2019 11:47
530,12,67.77,6/30/2019 12:02
180,1.38,34.76,6/30/2019 12:02
350,11.88,37.7,6/30/2019 12:07
31.55,0,4.44,6/30/2019 12:08
399,21,33.6,6/30/2019 12:10
60,0,11.2,6/30/2019 12:16
199.5,10.5,20.05,6/30/2019 12:20
428.82,32.28,28.023,6/30/2019 12:22
150,2.5,17.4,6/30/2019 12:24
218.5,11.5,18.5,6/30/2019 12:41
10,0,1.6,6/30/2019 12:44
2754.15,144.96,239.345,6/30/2019 12:51
70,0,6.92,6/30/2019 12:56
99.68,0,14.74,6/30/2019 1:07
1100,40,72.95,6/30/2019 1:09
190,5,55,6/30/2019 1:11
500,30,39,6/30/2019 1:16
1330.35,35,100.63,6/30/2019 4:14
40,0,12.5,6/30/2019 4:28
650,11.85,73.06,6/30/2019 4:29
120,3.66,13.5,6/30/2019 4:41
81.51,4.29,6.81,6/30/2019 4:48
250,2,30.74,6/30/2019 4:52
820,18.3,94.95,6/30/2019 4:55
106.41,6.79,8.008,6/30/2019 4:57
58,0,7.4,6/30/2019 4:57
460,15,11.89,6/30/2019 5:01
60,0,7,6/30/2019 5:04
249.1,7.7,27.096,6/30/2019 5:31
49.18,0,4.42,6/30/2019 5:33
620,15.54,70.31,6/30/2019 5:37
287.28,15.12,36.47,6/30/2019 5:47
278.02,20.93,18.0735,6/30/2019 5:49
200,0,21.43,6/30/2019 5:51
170,0,28,6/30/2019 5:53
677.77,35.67,57.288,6/30/2019 5:55
318.25,16.75,29.85,6/30/2019 6:08
700,17.4,76.24,6/30/2019 6:10
60,0,7.84,6/30/2019 6:11
1552.87,81.73,131.17,6/30/2019 6:19
150,0,37.5,6/30/2019 6:20
51.3,2.7,4.5,6/30/2019 6:22
93.1,4.9,8.1,6/30/2019 6:26
76.55,0,9.9,6/30/2019 6:27
130,0,33,6/30/2019 6:30
260,5,34.75,6/30/2019 6:32
426.8,13.2,30.8,6/30/2019 6:34
218.5,11.5,16.9,6/30/2019 6:38
1553.26,81.75,142.0695,6/30/2019 6:44
220,0,24.1,6/30/2019 6:52
360,10,43.8,6/30/2019 7:05
30,1.5,2.61,6/30/2019 7:05
347.98,10.76,35.7578,6/30/2019 7:13
440,10,49,6/30/2019 7:13
97.8,0,12.78,6/30/2019 7:15
250,5,33.25,6/30/2019 7:15
150,0,22.5,6/30/2019 7:18
480.7,25.3,40.7,6/30/2019 7:19
2633.115,138.585,240.915,6/30/2019 7:30
309.7,16.3,29.4,6/30/2019 7:32
1088.81,57.31,95.814,6/30/2019 7:36
590.81,31.1,58.905,6/30/2019 7:39
480,15,52.2,6/30/2019 7:42
680,22,72.3,6/30/2019 7:43
680,12.94,77.79,6/30/2019 7:47
98,0,16.6,6/30/2019 7:48
160.7,0,22.7,6/30/2019 7:50
200,0,26.12,6/30/2019 7:51
20,1,5.615,6/30/2019 7:58
130,1.04,16.16,6/30/2019 7:59
42,0,4,6/30/2019 7:59
147,0,19.5,6/30/2019 8:05
90,0,9.28,6/30/2019 8:06
80,3,7.4,6/30/2019 8:07
88.46,0,9.67,6/30/2019 8:11
180,0,23,6/30/2019 8:15
20,0,2,6/30/2019 8:15
1900,80.22,177.93,6/30/2019 8:18
146.68,7.72,14.78,6/30/2019 8:19
343.3,14.3,29.596,6/30/2019 8:23
654.37,27.27,53.5844,6/30/2019 8:26
2736,144,555,6/30/2019 8:28
1164,36,120.5,6/30/2019 8:36
175.1,0,25.04,6/30/2019 8:36
250.04,13.16,21.12,6/30/2019 8:39
820,29.8,89.88,6/30/2019 8:39
474.72,14.68,43.618,6/30/2019 8:43
203.75,0,25.97,6/30/2019 8:45
100,0,10,6/30/2019 8:46
80,1.8,9.4,6/30/2019 8:46
300,10,70.93,6/30/2019 8:49
1434.98,75.53,139.245,6/30/2019 8:49
894.71,47.09,75.91,6/30/2019 8:50
289.22,15.22,25.318,6/30/2019 8:52
779.96,41.05,87.6995,6/30/2019 9:00
49.88,2.63,4.275,6/30/2019 9:00
211.82,11.15,17.8515,6/30/2019 9:02
265.05,13.95,23.05,6/30/2019 9:04
147.97,7.79,11.972,6/30/2019 9:06
110.53,5.82,9.3125,6/30/2019 9:07
300,10,30.3,6/30/2019 9:08
2153.6,113.35,191.4025,6/30/2019 9:13
520,8.4,61.2,6/30/2019 9:15
110,0,19.22,6/30/2019 9:17
340,10,18,6/30/2019 9:18
115,3.44,11.26,6/30/2019 9:19
505.97,26.63,55.47,6/30/2019 9:19
94,0,16.4,6/30/2019 9:22
262,0,27.07,6/30/2019 9:22
80.7,0,10.54,6/30/2019 9:29
120,0,11.65,6/30/2019 9:30
199.5,10.5,11.5,6/30/2019 9:31
754.21,39.7,69.205,6/30/2019 9:32
200,7.5,20.5,6/30/2019 9:35
150,0,20,6/30/2019 9:36
740,15,52,6/30/2019 9:38
170.58,0,23.91,6/30/2019 9:40
713.86,29.74,35.116,6/30/2019 9:43
66.9,0,8.7,6/30/2019 9:49
420,12,47.52,6/30/2019 9:57
80,1.6,9.08,6/30/2019 10:02
320,5,37.39,6/30/2019 10:06
96,0,12,6/30/2019 10:09
613.65,32.3,53.6425,6/30/2019 10:11
689.28,36.28,58.772,6/30/2019 10:15
199,0,25.9,6/30/2019 10:15
200,6.2,20.6,6/30/2019 10:16
1050,31.16,112.09,6/30/2019 10:19
1025.63,65.47,68.214,6/30/2019 10:20
446.03,23.48,35.925,6/30/2019 10:22
499.89,26.31,42.59,6/30/2019 10:30
389.36,12.04,40.358,6/30/2019 10:32
320,7.4,37,6/30/2019 10:37
98,0,13,6/30/2019 10:40
150,4.4,14.6,6/30/2019 10:48
900,20,27.84,7/1/2019 9:19
200,10,20.55,7/1/2019 9:20
190,5,55,7/1/2019 9:25
1180,40.95,100.15,7/1/2019 9:41
670,37,63.4,7/1/2019 9:46
947.06,49.85,83.955,7/1/2019 9:46
150,2.46,18.52,7/1/2019 10:14
40,1,5.8,7/1/2019 10:15
340,17,34.6,7/1/2019 10:32
110,0,15,7/1/2019 10:44
600,19.6,67.7,7/1/2019 10:46
32.15,0,4.59,7/1/2019 10:49
170,3,18.94,7/1/2019 10:57
1088.7,57.3,98.7,7/1/2019 11:12
19.42,0,2.62,7/1/2019 11:14
155,8.91,13.395,7/1/2019 11:16
780,31.3,72.94,7/1/2019 11:33
25,0,2.6,7/1/2019 11:54
1770,54.12,177.32,7/1/2019 12:02
48,0,5.92,7/1/2019 12:07
330,0,43.93,7/1/2019 12:15
8952.2,502.8,820.3,7/1/2019 7:02
9000,691,128.35,7/1/2019 12:28
184.78,9.73,15.675,7/1/2019 12:37
60,0,7,7/1/2019 12:42
600,6,71.4,7/1/2019 12:58
1820,0,160,7/1/2019 1:03
50,0.75,7.95,7/1/2019 1:06
80,4.9,6.35,7/1/2019 1:28
640,23,64,7/1/2019 1:30
580,10,50,7/1/2019 4:09
117,0,14.58,7/1/2019 4:11
120,0,12.31,7/1/2019 4:13
360,10,9.24,7/1/2019 4:13
220,5,24.35,7/1/2019 4:16
90,0,-33.32,7/1/2019 4:19
100,7.6,7.24,7/1/2019 4:20
25,0,3.26,7/1/2019 4:20
777.75,24.05,82.096,7/1/2019 4:33
450,0,67.5,7/1/2019 4:39
420,8.5,48,7/1/2019 4:43
3700,0,555,7/1/2019 4:45
728.39,22.53,96.9524,7/1/2019 4:47
320,16.94,28.583,7/1/2019 4:55
340,10,40.9,7/1/2019 5:00
276.69,14.56,26.6875,7/1/2019 5:05
250,0,32.5,7/1/2019 5:08
240,7.2,53.8,7/1/2019 5:15
100,5,8.61,7/1/2019 5:24
1040,10.84,110.78,7/1/2019 5:28
130,4,14,7/1/2019 6:30
28.5,1.5,2.6,7/1/2019 5:34
220,5,23.5,7/1/2019 5:41
20,0,1.92,7/1/2019 5:49
30,0,2.88,7/1/2019 5:49
1387,42.9,134.893,7/1/2019 5:52
140,0,18.9,7/1/2019 6:00
80,7.51,3.895,7/1/2019 6:02
449.14,23.64,50.301,7/1/2019 6:13
80,0.85,18.7,7/1/2019 6:15
175.26,9.22,14.736,7/1/2019 6:19
60,7,-0.82,7/1/2019 6:29
360,4,41.58,7/1/2019 6:44
400,23,32,7/1/2019 6:50
120,0,27.72,7/1/2019 6:53
100,0,13,7/1/2019 6:54
50,0,5,7/1/2019 6:58
300,0.1,37.43,7/1/2019 7:08
240,7.1,24.76,7/1/2019 7:10
170,5,124.55,7/1/2019 7:13
103.4,5.44,5.798,7/1/2019 7:16
130,0,13.93,7/1/2019 7:16
232.75,12.25,19.75,7/1/2019 7:18
605,0,41.21,7/1/2019 7:20
170,1,21.5,7/1/2019 7:21
30.78,1.62,2.58,7/1/2019 7:25
20,0.68,1.96,7/1/2019 7:28
397.1,20.9,36.4,7/1/2019 7:31
456,24,41,7/1/2019 7:32
200,5,18.55,7/1/2019 7:33
480,10,53.98,7/1/2019 7:35
150,4.5,15.7,7/1/2019 7:39
496.5,20.69,48.0424,7/1/2019 7:41
558.13,29.38,53.925,7/1/2019 7:47
150,0.6,21.33,7/1/2019 7:52
100,0,13,7/1/2019 7:54
237.89,9.91,24.488,7/1/2019 7:58
730,23.4,75.3,7/1/2019 8:06
270,3.5,33.78,7/1/2019 8:08
100,0,10,7/1/2019 8:10
300,10,29.92,7/1/2019 8:10
469.3,24.7,47.6,7/1/2019 8:19
300,17.25,27.4975,7/1/2019 8:21
80,0.88,7.76,7/1/2019 8:28
2009.3,62.14,186.2968,7/1/2019 8:28
1760,60,100,7/1/2019 8:28
200,10,17,7/3/2019 4:12
260,10,27,7/1/2019 8:40
70,0,8.4,7/1/2019 8:41
301.95,15.89,33.708,7/1/2019 8:45
600,23.85,67.05,7/1/2019 8:50
300,0,39.18,7/1/2019 8:50
130,5,9.5,7/1/2019 8:51
150,7.5,13.05,7/1/2019 8:51
60,1.4,6.6,7/1/2019 8:53
170.91,9,14.405,7/1/2019 8:53
1159.95,61.05,98.2,7/1/2019 8:56
110,6,9.2,7/1/2019 8:57
61.6,0,18.06,7/1/2019 8:57
2771.253,145.857,243.923,7/1/2019 9:53
180,5,13.48,7/1/2019 9:03
599.26,31.54,56.56,7/1/2019 9:06
60,0,6,7/1/2019 9:06
750.41,39.5,68.165,7/1/2019 9:08
268.38,14.13,23.975,7/1/2019 9:09
380,24,29,7/1/2019 9:09
100,0,19,7/1/2019 9:10
140,0,16.8,7/1/2019 9:10
3200,100,164,7/1/2019 9:11
250,0,37.5,7/1/2019 9:14
180,0,23,7/1/2019 9:18
350,9.1,39.2,7/1/2019 9:20
85,2,9.45,7/1/2019 9:24
388.29,12.01,38.771,7/1/2019 9:27
50,0,5.36,7/1/2019 9:29
50,6.1,1.2,7/1/2019 9:35
1214.69,63.93,101.689,7/1/2019 9:39
340,12,34,7/1/2019 9:40
200,10,17,7/1/2019 9:40
220,10,19,7/1/2019 9:41
228.45,12.02,19.9965,7/1/2019 9:46
321.48,16.92,28.88,7/1/2019 9:47
80,0,8.36,7/1/2019 9:47
1500,27.5,172.39,7/1/2019 9:49
701.31,21.69,80.31,7/1/2019 9:50
415.26,4.28,50.36,7/1/2019 9:53
263.48,13.87,24.1325,7/1/2019 9:56
70,0,12.1,7/1/2019 9:57
20,0,8,7/1/2019 10:04
840,26.25,87.7,7/1/2019 10:10
148.22,6.18,16.324,7/1/2019 10:10
20.7,0,4.6,7/1/2019 10:11
468.38,24.65,48.6485,7/1/2019 10:12
160,0,20.85,7/1/2019 10:14
59.54,0,8.47,7/1/2019 10:20
1231.2,64.8,123.6,7/1/2019 10:45
110,0,11,7/1/2019 10:47
203.47,0,20.07,7/1/2019 10:57
670,0,73.5,7/1/2019 11:05
416.1,21.9,40.35,7/2/2019 8:56
44.67,0,6.22,7/2/2019 10:06
16,0,2,7/2/2019 10:13
359.58,18.93,28.705,7/2/2019 10:19
160,8.4,14.4,7/2/2019 10:23
60,0.5,8.5,7/2/2019 10:24
660,26.4,63,7/2/2019 10:24
20,1,1.8,7/2/2019 10:24
50,5.48,2.46,7/2/2019 10:25
70,1.8,7.6,7/2/2019 10:25
250,9,24.9,7/2/2019 10:25
1650,57,226.08,7/2/2019 10:27
155.14,8.17,33.435,7/2/2019 10:29
620,10,93,7/2/2019 11:02
1350,45,94.5,7/2/2019 11:12
84.44,0,13.52,7/2/2019 11:26
310,0,44,7/2/2019 11:32
259.88,13.68,22.002,7/2/2019 11:41
1160,0,174,7/2/2019 11:47
227.47,0,32.17,7/2/2019 11:57
42.75,2.25,3.63,7/2/2019 11:57
1850,80,77,7/2/2019 12:12
113.06,0,14.02,7/2/2019 12:21
916.65,28.35,107.04,7/2/2019 12:22
100,0,13,7/2/2019 12:39
380,5.74,45.08,7/2/2019 4:17
200,3.4,23.3,7/2/2019 4:29
25.6,0,3.4,7/2/2019 4:36
60,0,7,7/2/2019 4:55
1600,79.81,150.11,7/2/2019 4:56
1011.857,70.343,78.757,7/2/2019 4:58
210,9.75,20,7/2/2019 4:58
1860,70,87,7/2/2019 5:01
2970,159,170.9,7/2/2019 5:06
220,5.6,19.23,7/2/2019 5:13
220,0,30,7/2/2019 5:33
148.87,7.84,13.065,7/2/2019 5:34
200,0.2,25.98,7/2/2019 5:41
325,0,48.75,7/2/2019 5:42
100,5,9.6,7/2/2019 5:49
1581,119,101,7/2/2019 5:51
45,0,8.6,7/2/2019 5:55
493.73,15.27,50.23,7/2/2019 6:01
120,5,14,7/2/2019 6:05
50,4,50,7/2/2019 6:07
1080,48,99,7/2/2019 6:24
480,15,88.5,7/2/2019 6:28
630,39.51,48.095,7/2/2019 6:32
130,0,13.93,7/2/2019 6:38
260,10,22.12,7/2/2019 6:52
226.1,11.9,19.1,7/2/2019 6:55
130,0,16.96,7/2/2019 6:58
290,17.58,22.531,7/2/2019 6:59
800,30,77.07,7/2/2019 7:03
14,0,2.2,7/2/2019 7:04
1725.96,90.84,119.27,7/2/2019 7:07
430,26.4,33.24,7/2/2019 7:14
1420.35,74.76,122.295,7/2/2019 7:14
11.32,0,1.5,7/2/2019 7:19
2800,82.88,239.49,7/2/2019 7:24
308.75,16.25,26.75,7/2/2019 7:28
50,0,6.5,7/2/2019 7:31
1524.7,55.3,100.7,7/2/2019 7:38
200,2.8,30.48,7/2/2019 7:39
410,3.1,53.85,7/2/2019 7:42
597.9,24.91,58.0276,7/2/2019 7:42
500,12.5,51.8,7/2/2019 7:44
288.46,8.92,29.6586,7/2/2019 7:46
300.2,15.8,26,7/2/2019 7:50
240.56,7.44,50.56,7/2/2019 7:51
966.42,50.86,88.436,7/2/2019 7:55
70,2.12,7.84,7/2/2019 7:56
29.4,0,5.95,7/2/2019 7:57
1936.41,59.89,202.611,7/2/2019 8:03
30,0,4.04,7/2/2019 8:04
170,4.7,18.1,7/2/2019 8:05
315.55,16.61,26.832,7/2/2019 8:07
80,3.34,6.88,7/2/2019 8:08
110,3.82,10.2,7/2/2019 8:09
100,3.5,10,7/2/2019 8:10
130,0,16,7/2/2019 8:11
50,4,3.02,7/2/2019 8:11
95,0,15,7/2/2019 8:21
2600,100,263,7/2/2019 8:27
180,4.88,17.76,7/2/2019 8:28
258.4,13.6,21.76,7/2/2019 8:30
1170.38,61.6,98.901,7/2/2019 8:30
100,6.56,7.68,7/2/2019 8:34
438.83,13.57,45.618,7/2/2019 8:39
49.4,0,7.8,7/2/2019 8:40
2860,200,193.1,7/2/2019 8:41
360,12,39,7/2/2019 8:41
130.95,4.05,13.81,7/2/2019 8:46
10,0,1.54,7/2/2019 8:49
660,10,24.9,7/2/2019 8:51
10,0,1.54,7/2/2019 8:53
22,0.7,2.3,7/2/2019 8:54
130.41,0,17.76,7/2/2019 8:58
15,0,5,7/2/2019 8:58
25,0,3.26,7/2/2019 8:59
516.44,27.18,43.659,7/2/2019 9:02
320,10,27,7/2/2019 9:04
100,5,8.8,7/2/2019 9:05
55,2.2,5.2,7/2/2019 9:05
484.48,14.98,52.6762,7/2/2019 9:08
181.97,9.58,19.4225,7/2/2019 9:08
310,9,32.8,7/2/2019 9:10
90,2.4,9.6,7/2/2019 9:10
79.8,4.2,4.8,7/2/2019 9:11
175,0,21,7/2/2019 9:14
460,14.4,51.298,7/2/2019 9:15
60,0,6,7/2/2019 9:16
250,0,36.35,7/2/2019 9:20
70,4,6,7/2/2019 9:20
300,4,36,7/2/2019 9:21
60,0.5,8.81,7/2/2019 9:23
220,0,36,7/2/2019 9:23
248.45,10.35,22.078,7/2/2019 9:24
38.3,0,5.79,7/2/2019 9:33
360,8.7,39.44,7/2/2019 9:35
560,20,67,7/2/2019 9:35
30,1.5,2.61,7/2/2019 9:36
340,15,31,7/2/2019 9:36
90.55,1.85,9.502,7/2/2019 9:45
4200,236,1020,7/2/2019 9:49
10,0,1.4,7/2/2019 9:53
80,0,11.98,7/2/2019 9:53
800,0,64,7/2/2019 9:55
380,20,0.85,7/2/2019 9:55
150,0,14.99,7/2/2019 9:59
100,2,17.2,7/2/2019 10:01
841.61,44.3,71.105,7/2/2019 10:01
120,0,15,7/2/2019 10:05
30,0,3.92,7/2/2019 10:06
228,12,19.4,7/2/2019 10:15
870,15,72.7,7/2/2019 10:15
5227,0,569.58,7/2/2019 10:26
369.39,19.44,21.1485,7/2/2019 10:37
200,6,21.2,7/2/2019 10:38
200,4.12,23.48,7/2/2019 10:47
60,3,5.22,7/2/2019 10:51
452,0,61.4,7/2/2019 10:55
180,10,16,7/3/2019 8:54
280,2.12,33.8,7/3/2019 9:07
180,4.6,19.6,7/3/2019 9:07
190,5.6,20,7/3/2019 9:09
360,5.5,42.1,7/3/2019 9:12
480,10,110,7/3/2019 8:04
280,1.76,35.38,7/3/2019 9:20
100,0,13,7/3/2019 9:31
838.755,44.145,68.655,7/3/2019 9:43
130,0,13.93,7/3/2019 10:05
50,5,8.15,7/3/2019 10:06
170,9.2,14.15,7/3/2019 10:06
50,0,5,7/3/2019 10:11
20,0,2.8,7/3/2019 10:14
200,4,23.52,7/3/2019 10:26
48.27,0,6.6,7/3/2019 10:29
160,0,19.55,7/3/2019 10:30
66.78,0,6.21,7/3/2019 10:31
59,0,8.3,7/3/2019 10:32
100,0,15,7/3/2019 10:34
3000,300,105.3,7/3/2019 10:57
700,24,90.5,7/3/2019 11:00
429.78,22.62,37.58,7/3/2019 11:06
50,4.75,2.4,7/3/2019 11:08
120,5,37.5,7/3/2019 11:08
250,0,35,7/3/2019 11:11
420,5,58.28,7/3/2019 11:22
48.77,0,6.76,7/3/2019 12:10
450,50,120,7/3/2019 12:21
90,0,9,7/3/2019 12:22
280,15,24.15,7/3/2019 12:30
925.44,69.66,49.443,7/3/2019 12:31
53.87,2.84,4.565,7/3/2019 12:35
308.75,16.25,26.14,7/3/2019 12:39
240,5,19.48,7/3/2019 12:44
400,17,44.6,7/3/2019 1:01
2759.9,100.1,159.9,7/3/2019 1:08
1830,165,139.6,7/3/2019 1:29
170,5.9,17.9,7/3/2019 4:17
100,2.4,10.9,7/3/2019 4:21
1050,57.12,85.324,7/3/2019 4:33
310,0,28.93,7/3/2019 4:37
5.66,0,0.75,7/3/2019 4:51
50,0,5,7/3/2019 4:52
50,0,5,7/3/2019 4:53
90,3,13.02,7/3/2019 4:56
69.36,0,10.24,7/3/2019 4:59
900,49.8,73.2,7/3/2019 5:04
